1,1,B1,11/12,2011-11-20,,7,5,1,0,H,0,0,D
1,1,B1,11/12,2011-11-25,,25,16,3,2,H,1,0,H
1,1,B1,11/12,2011-11-26,,5,15,1,1,D,0,0,D
1,1,B1,11/12,2011-11-26,,12,13,0,1,A,0,1,A
1,1,B1,11/12,2011-11-26,,14,7,0,1,A,0,0,D
1,1,B1,11/12,2011-11-26,,23,20,2,1,H,1,0,H
1,1,B1,11/12,2011-11-26,,27,1,2,3,A,0,0,D
1,1,B1,11/12,2011-11-26,,28,4,2,1,H,0,1,A
1,1,B1,11/12,2011-11-27,,11,10,2,0,H,0,0,D
1,1,B1,11/12,2011-02-12,,12,10,2,0,H,2,0,H
1,1,B1,11/12,2011-03-12,,5,13,1,2,A,0,1,A
1,1,B1,11/12,2011-03-12,,14,16,2,2,D,0,1,A
1,1,B1,11/12,2011-03-12,,23,4,2,3,A,0,2,A
1,1,B1,11/12,2011-03-12,,27,15,1,1,D,1,0,H
1,1,B1,11/12,2011-03-12,,28,7,0,1,A,0,0,D
1,1,B1,11/12,2011-04-12,,1,20,0,0,D,0,0,D
1,1,B1,11/12,2011-04-12,,25,11,0,0,D,0,0,D
1,1,B1,11/12,2011-09-12,,16,1,2,1,H,1,0,H
1,1,B1,11/12,2011-10-12,,4,5,0,2,A,0,1,A
1,1,B1,11/12,2011-10-12,,10,14,4,0,H,1,0,H
1,1,B1,11/12,2011-10-12,,11,12,0,1,A,0,0,D
1,1,B1,11/12,2011-10-12,,13,28,1,0,H,0,0,D
1,1,B1,11/12,2011-10-12,,15,25,1,1,D,0,0,D
1,1,B1,11/12,2011-10-12,,20,27,2,2,D,0,0,D
1,1,B1,11/12,2011-11-12,,7,23,1,0,H,0,0,D
1,1,B1,11/12,2011-12-17,,14,13,2,0,H,0,0,D
1,1,B1,11/12,2011-12-17,,23,16,0,0,D,0,0,D
1,1,B1,11/12,2011-12-17,,27,4,2,3,A,1,1,D
1,1,B1,11/12,2011-12-17,,28,12,3,1,H,2,0,H
1,1,B1,11/12,2011-12-18,,1,15,3,2,H,1,0,H
1,1,B1,11/12,2011-12-18,,5,11,0,1,A,0,0,D
1,1,B1,11/12,2011-12-18,,20,7,3,1,H,0,0,D
1,1,B1,11/12,2011-12-18,,25,10,0,0,D,0,0,D
1,1,B1,11/12,2011-12-26,,7,27,1,0,H,1,0,H
1,1,B1,11/12,2011-12-26,,10,5,4,2,H,3,2,H
1,1,B1,11/12,2011-12-26,,11,28,3,1,H,0,1,A
1,1,B1,11/12,2011-12-26,,12,14,0,0,D,0,0,D
1,1,B1,11/12,2011-12-26,,13,25,2,0,H,0,0,D
1,1,B1,11/12,2011-12-26,,15,23,0,0,D,0,0,D
1,1,B1,11/12,2011-12-26,,16,20,2,2,D,1,1,D
1,1,B1,11/12,2011-12-27,,4,1,1,1,D,0,1,A
1,1,B1,11/12,2012-01-14,,5,28,3,1,H,1,0,H
1,1,B1,11/12,2012-01-14,,14,11,2,1,H,1,0,H
1,1,B1,11/12,2012-01-14,,16,4,4,1,H,1,0,H
1,1,B1,11/12,2012-01-14,,20,15,1,1,D,0,1,A
1,1,B1,11/12,2012-01-14,,23,13,0,0,D,0,0,D
1,1,B1,11/12,2012-01-14,,25,12,6,1,H,3,0,H
1,1,B1,11/12,2012-01-15,,1,7,3,0,H,2,0,H
